property_id,deal_type,exit_strategy_hint,property_type,address,city,state,zip,county,beds,baths,sqft,year_built,condition,occupancy,purchase_price,arv,est_repairs,entry_fee,interest_rate,term_months,estimated_monthly_payment,mao_70_rule,days_on_market,latitude,longitude,source
3675,Lease Purchase,Co-Living,Manufactured,8994 Sikes Cir,Franklin,MS,38876,County,3,1.5,2170,1979,Medium Rehab,Owner-Occupied,226916.0,280427.0,15925.0,15721.0,5.29,300,1580.2,180374.0,6,40.549136,-75.544435,synthetic
3676,Lease Purchase,Wholesale,Single Family,1185 Magnum Blvd,Charleston,SC,21339,Charleston,3,2.0,2158,1984,Heavy Rehab,Tenant-Occupied,428885.0,697046.0,139353.0,6829.0,8.36,240,4165.34,348580.0,85,46.106688,-119.046826,synthetic
3677,Lease Purchase,Wholesale,Single Family,234 Carr Cir,Springfield,AL,84156,County,3,1.0,2104,1981,Medium Rehab,Vacant,252121.0,307459.0,22706.0,17752.0,6.16,360,1882.73,192515.0,2,39.795832,-122.547798,synthetic
3678,Subto,Wholesale,Single Family,3767 Oak Ln,Fairview,PA,40387,County,3,3.0,2083,2009,Turnkey,Owner-Occupied,185698.0,278056.0,74150.0,10781.0,7.33,180,1869.73,120489.0,1,42.015002,-105.555236,synthetic
3679,Hybrid,STR,Single Family,3755 Atlanta St,Tampa,FL,14360,Hillsborough,1,2.5,1295,1987,Light Rehab,Tenant-Occupied,194357.0,236404.0,11869.0,10432.0,6.09,180,1825.56,153613.0,3,38.441704,-77.811122,synthetic
3680,Wrap,Co-Living,Single Family,8116 Maple Ln,Greenville,OH,65465,County,3,1.0,1114,1989,Light Rehab,Vacant,222656.0,262631.0,45870.0,18387.0,5.78,360,1588.41,137972.0,23,41.774918,-88.074892,synthetic
3681,Hybrid,LTR,Manufactured,7728 River Blvd,Fairview,PA,44582,County,5,2.5,2555,1987,Heavy Rehab,Vacant,538518.0,707927.0,139708.0,9431.0,6.7,180,5578.77,355841.0,0,38.972557,-86.008617,synthetic
3682,Seller Finance,LTR,Single Family,3477 Magnum Ave,Los Angeles,CA,31076,Los Angeles,4,2.0,2734,1978,Turnkey,Owner-Occupied,753853.0,1121343.0,199668.0,12629.0,6.85,300,6232.78,585272.0,14,34.24685,-104.012974,synthetic
3683,Wrap,STR,Single Family,7030 Lake Blvd,Jonesboro,GA,52942,Clayton,4,1.5,2040,1996,Medium Rehab,Tenant-Occupied,233349.0,260912.0,44598.0,11119.0,7.29,240,2163.38,138040.0,10,44.838527,-72.107741,synthetic
3684,Hybrid,LTR,Townhouse,1705 Hill Way,Dallas,TX,28437,Dallas,2,3.5,1793,1982,Light Rehab,Vacant,277669.0,482035.0,72845.0,11605.0,8.8,180,2937.87,264580.0,55,48.908256,-94.66049,synthetic
3685,Cash,Wholesale,Single Family,2366 Oak St,Fairview,WA,26413,County,5,2.0,2932,1986,Medium Rehab,Owner-Occupied,853423.0,980304.0,283708.0,853423.0,0.0,0,0.0,402504.0,64,36.677857,-89.500488,synthetic
3686,Lease Purchase,LTR,Single Family,2471 Sikes Rd,Nashville,TN,51336,Davidson,3,3.0,2177,2015,Medium Rehab,Vacant,517337.0,613586.0,123304.0,14278.0,5.43,180,5002.73,306206.0,20,38.350124,-96.817909,synthetic
3687,Cash,MTR,Single Family,6563 Union St,Raleigh,NC,54972,Wake,4,1.0,2400,1968,Heavy Rehab,Vacant,503680.0,577856.0,96812.0,503680.0,0.0,0,0.0,307687.0,15,30.524046,-68.502799,synthetic
3688,Seller Finance,Wholesale,Condo,6741 Magnum Ln,Fairview,MI,52232,County,3,3.0,2273,1967,Light Rehab,Vacant,417549.0,567159.0,47321.0,17037.0,4.41,240,3173.22,349690.0,51,47.200421,-119.339672,synthetic
3689,Rent To Own,LTR,Single Family,1492 Union St,Lakeland,FL,92316,Polk,2,2.5,2207,2015,Turnkey,Vacant,377198.0,661308.0,187267.0,19443.0,4.64,360,2321.25,275649.0,22,29.100614,-97.147641,synthetic
3690,Wrap,Wholesale,Single Family,1686 Sunset Cir,Franklin,NV,21606,County,4,1.0,3235,1966,Heavy Rehab,Tenant-Occupied,568191.0,1002304.0,73307.0,8606.0,4.94,240,4410.64,628306.0,18,36.037057,-93.509235,synthetic
3691,Lease Purchase,STR,Single Family,3135 Union Blvd,Madison,OR,91600,County,3,2.5,1866,1990,Medium Rehab,Tenant-Occupied,161487.0,278878.0,26360.0,19261.0,4.6,240,1169.35,168854.0,44,33.846427,-101.941151,synthetic
3692,Seller Finance,STR,Townhouse,9337 Magnolia Rd,Springfield,MI,18879,County,4,1.0,1916,2000,Turnkey,Tenant-Occupied,396816.0,605373.0,114513.0,8284.0,5.34,300,2733.82,309248.0,30,44.462365,-86.403866,synthetic
3693,Wrap,Wholesale,Single Family,2266 Carr Cir,Lakeland,FL,26741,Polk,2,3.0,1990,1943,Medium Rehab,Owner-Occupied,461044.0,762717.0,104566.0,14118.0,6.9,300,3707.27,429336.0,38,39.591657,-105.841585,synthetic
3694,Seller Finance,Fix & Flip,Single Family,8393 Garden Blvd,Tampa,FL,24114,Hillsborough,5,3.0,2881,2010,Light Rehab,Vacant,347207.0,546479.0,85927.0,20545.0,5.81,360,2202.56,296608.0,10,45.042418,-83.610511,synthetic
3695,Cash,Wholesale,Single Family,2100 Hill Dr,Durham,NC,56175,Durham,5,3.0,2152,1988,Turnkey,Vacant,350556.0,554805.0,85469.0,350556.0,0.0,0,0.0,302895.0,28,31.921225,-80.921917,synthetic
3696,Rent To Own,LTR,Single Family,9554 Magnum Dr,Greenville,OK,43693,County,3,2.0,2984,1978,Medium Rehab,Tenant-Occupied,456882.0,587438.0,58337.0,24230.0,5.46,180,3927.88,352869.0,53,35.806574,-109.25982,synthetic
3697,Wrap,STR,Land,1087 River Ct,Fairview,CO,54700,County,4,3.0,2583,1984,Turnkey,Tenant-Occupied,728297.0,923774.0,59464.0,21650.0,7.1,360,5453.04,587178.0,1,39.689061,-115.350981,synthetic
3698,Subto,Fix & Flip,Land,5077 Sikes Ave,Springfield,OK,95509,County,3,2.0,2324,1962,Light Rehab,Tenant-Occupied,210262.0,355520.0,77456.0,19387.0,3.28,180,1516.3,171408.0,27,29.840939,-82.968399,synthetic
3699,Cash,Wholesale,Single Family,8843 Union Ave,San Diego,CA,29890,San Diego,2,4.0,2015,1998,Medium Rehab,Tenant-Occupied,357566.0,522126.0,114855.0,357566.0,0.0,0,0.0,250633.0,18,35.891396,-83.430451,synthetic
3700,Wrap,Fix & Flip,Townhouse,9143 Sunset Ln,Peoria,AZ,38709,Maricopa,5,3.5,2135,1960,Turnkey,Owner-Occupied,371115.0,520402.0,171048.0,10774.0,5.77,300,2639.59,193233.0,59,28.178802,-103.63822,synthetic
3701,Cash,N/A,Multi-Family,3768 Sikes Blvd,Springfield,NV,13143,County,5,3.0,3085,2013,Light Rehab,Owner-Occupied,338041.0,574580.0,68867.0,338041.0,0.0,0,0.0,333339.0,14,48.172144,-107.578188,synthetic
3702,Cash,Co-Living,Manufactured,6702 Garden Blvd,Nashville,TN,90515,Davidson,3,3.5,1992,1963,Light Rehab,Owner-Occupied,376266.0,635857.0,54035.0,376266.0,0.0,0,0.0,391065.0,35,42.835236,-68.370012,synthetic
3703,Land Deal,Fix & Flip,Manufactured,7452 Sunset Blvd,Greenville,CO,60684,County,3,2.0,2607,1967,Light Rehab,Vacant,703083.0,891742.0,227490.0,13683.0,6.4,180,7023.08,396729.0,52,38.116961,-101.39189,synthetic
3704,Seller Finance,Wholesale,Single Family,9482 Hill Rd,Jonesboro,GA,22778,Clayton,4,2.5,2367,1946,Heavy Rehab,Owner-Occupied,268204.0,308428.0,55178.0,23768.0,6.26,360,1874.66,160721.0,25,40.651726,-67.045999,synthetic
3705,Rent To Own,LTR,Single Family,7343 Magnolia Ct,Riverton,CO,72568,County,4,3.0,2445,1991,Medium Rehab,Vacant,520638.0,736036.0,147481.0,21944.0,6.07,180,4693.25,367744.0,67,45.088146,-81.503107,synthetic
3706,Wrap,MTR,Townhouse,8567 Sunset St,Madison,IN,65742,County,4,3.0,2401,1991,Medium Rehab,Tenant-Occupied,256771.0,457511.0,27325.0,16693.0,5.95,300,1979.89,292932.0,4,32.245363,-115.938933,synthetic
3707,Cash,Wholesale,Single Family,1190 Carr Cir,Jacksonville,FL,72788,Duval,2,2.0,2230,2025,Light Rehab,Tenant-Occupied,251589.0,293345.0,53358.0,251589.0,0.0,0,0.0,151983.0,22,31.841605,-111.910562,synthetic
3708,Subto,Fix & Flip,Single Family,6091 Cedar Ln,Madison,OK,10699,County,3,2.0,1704,2019,Heavy Rehab,Tenant-Occupied,247975.0,411773.0,98126.0,15364.0,6.75,300,1989.84,190115.0,30,26.778473,-100.79185,synthetic
3709,Cash,LTR,Condo,757 Magnolia Cir,Peoria,AZ,37654,Maricopa,3,2.5,1715,2002,Medium Rehab,Owner-Occupied,175664.0,241791.0,29250.0,175664.0,0.0,0,0.0,140004.0,3,38.301772,-117.974927,synthetic
3710,Seller Finance,Fix & Flip,Single Family,4510 Oak Ln,Springfield,IL,30613,County,3,1.0,2288,1978,Light Rehab,Tenant-Occupied,479420.0,577974.0,66944.0,9941.0,5.85,180,4619.57,337638.0,0,30.376463,-80.787553,synthetic
3711,Wrap,Fix & Flip,Single Family,8596 Oak Ct,Tucson,AZ,64480,Pima,3,2.0,2507,1995,Medium Rehab,Tenant-Occupied,445391.0,562415.0,61153.0,27440.0,6.04,360,3128.08,332538.0,5,47.56959,-84.170598,synthetic
3712,Hybrid,MTR,Land,5676 Park Rd,Fairview,NV,30056,County,4,1.0,1250,1960,Heavy Rehab,Tenant-Occupied,144509.0,187620.0,39113.0,17371.0,4.84,180,1168.13,92221.0,5,48.998095,-109.166697,synthetic
3713,Cash,LTR,Single Family,4181 Atlanta Rd,Tucson,AZ,45743,Pima,3,1.0,2156,1997,Light Rehab,Tenant-Occupied,296307.0,420514.0,47463.0,296307.0,0.0,0,0.0,246897.0,15,30.818657,-92.600167,synthetic
3714,Lease Purchase,STR,Single Family,2129 Pine Cir,Tampa,FL,73214,Hillsborough,5,3.0,1778,2010,Light Rehab,Vacant,319716.0,411316.0,69424.0,12821.0,7.14,240,2828.56,218497.0,9,48.132557,-83.162328,synthetic
3715,Rent To Own,Fix & Flip,Townhouse,6208 Sunset Way,Four Oaks,NC,68688,Johnston,4,1.5,2972,1963,Light Rehab,Tenant-Occupied,621702.0,812606.0,99913.0,9700.0,5.33,240,5030.85,468911.0,30,46.442267,-75.103222,synthetic
3716,Seller Finance,Wholesale,Single Family,990 Lake Rd,Knoxville,TN,67536,Knox,2,2.0,1991,1999,Medium Rehab,Vacant,199006.0,232474.0,19974.0,24030.0,6.92,180,1793.67,142757.0,83,39.424807,-101.257669,synthetic
3717,Land Deal,Fix & Flip,Single Family,9787 Magnolia St,Springfield,AL,84797,County,3,2.0,1847,1969,Light Rehab,Owner-Occupied,196762.0,312159.0,36994.0,19626.0,6.3,300,1504.7,181518.0,31,29.130128,-70.518152,synthetic
3718,Seller Finance,Wholesale,Townhouse,899 Garden Cir,Greenville,OH,73587,County,3,2.5,2436,1981,Turnkey,Vacant,212511.0,264118.0,17713.0,9124.0,3.87,300,1319.41,167169.0,11,38.166364,-123.421969,synthetic
3719,Rent To Own,Wholesale,Single Family,2043 Cedar Cir,Charleston,SC,52212,Charleston,2,3.0,1365,1956,Light Rehab,Owner-Occupied,201919.0,232748.0,30003.0,10009.0,5.61,240,1572.85,132920.0,5,30.777844,-84.982543,synthetic
3720,Cash,Fix & Flip,Townhouse,4319 Atlanta Ln,Lakeland,FL,16123,Polk,4,1.5,2035,2025,Heavy Rehab,Tenant-Occupied,283476.0,422652.0,65971.0,283476.0,0.0,0,0.0,229886.0,25,27.436324,-90.42907,synthetic
3721,Rent To Own,STR,Townhouse,4296 Atlanta Ln,Franklin,CO,81149,County,3,1.0,2477,1970,Turnkey,Vacant,355085.0,606416.0,120940.0,6754.0,8.75,360,3090.14,303551.0,11,47.498221,-118.265286,synthetic
3722,Cash,STR,Condo,989 River Rd,Tucson,AZ,65160,Pima,4,1.5,2597,1994,Light Rehab,Vacant,642932.0,937249.0,45985.0,642932.0,0.0,0,0.0,610090.0,1,26.219462,-119.396208,synthetic
3723,Subto,Fix & Flip,Single Family,958 River Cir,San Antonio,TX,70500,Bexar,4,3.0,2290,1994,Turnkey,Vacant,474426.0,677120.0,120421.0,25258.0,7.44,300,3839.29,353563.0,0,26.939449,-70.470345,synthetic
3724,Cash,Fix & Flip,Single Family,6852 Sunset Ln,Mesa,AZ,78263,Maricopa,4,3.0,2619,1975,Medium Rehab,Owner-Occupied,513188.0,832642.0,56837.0,513188.0,0.0,0,0.0,526012.0,2,28.205382,-115.321355,synthetic
3725,Rent To Own,Fix & Flip,Single Family,9354 Garden Cir,Greenville,MS,26655,County,3,3.0,2950,1989,Heavy Rehab,Vacant,781288.0,884373.0,81797.0,10742.0,6.3,300,5812.88,537265.0,0,37.457636,-122.86998,synthetic
3726,Rent To Own,LTR,Townhouse,3244 Garden Ct,Greenville,UT,11952,County,4,3.0,2374,1984,Light Rehab,Tenant-Occupied,487511.0,607859.0,93257.0,20589.0,6.1,360,3404.03,332244.0,4,37.897965,-111.974954,synthetic
3727,Wrap,MTR,Single Family,7821 Lake Rd,Fairview,OK,80777,County,1,1.5,1892,1993,Light Rehab,Owner-Occupied,235093.0,386572.0,57341.0,17735.0,5.38,180,2047.79,213260.0,19,44.229663,-74.301593,synthetic
3728,Hybrid,Fix & Flip,Townhouse,9329 Carr Ln,Knoxville,TN,76134,Knox,2,1.5,1860,1999,Light Rehab,Owner-Occupied,261231.0,370246.0,69577.0,22818.0,7.19,240,2273.58,189595.0,0,25.861821,-101.677867,synthetic
3729,Subto,LTR,Townhouse,6211 Carr Cir,Riverton,CO,17022,County,2,2.0,1989,1938,Light Rehab,Tenant-Occupied,422432.0,666295.0,115010.0,8434.0,5.72,240,3274.54,351397.0,0,35.027396,-121.993515,synthetic
3730,Subto,LTR,Single Family,5160 Maple Ave,Charleston,SC,20674,Charleston,2,1.0,2468,2003,Turnkey,Tenant-Occupied,259839.0,342513.0,22492.0,19639.0,5.71,360,1790.26,217267.0,11,28.17605,-117.07068,synthetic
3731,Seller Finance,LTR,Multi-Family,4502 Hill Dr,Madison,MO,22013,County,4,1.5,2485,2011,Turnkey,Tenant-Occupied,284123.0,346679.0,68075.0,12483.0,5.83,240,2376.34,174600.0,65,39.604211,-120.124155,synthetic
3732,Subto,Wholesale,Single Family,1489 Mason Ct,Charlotte,NC,19871,Mecklenburg,5,2.5,1993,2010,Medium Rehab,Vacant,185303.0,294983.0,30595.0,10903.0,4.36,240,1299.26,175893.0,15,32.965707,-113.541655,synthetic
3733,Hybrid,Fix & Flip,Single Family,1657 Sikes Ln,Riverton,LA,48061,County,3,3.5,1463,1969,Medium Rehab,Owner-Occupied,208580.0,267003.0,57863.0,12399.0,4.12,300,1354.19,129039.0,55,25.040085,-118.620088,synthetic
3734,Subto,LTR,Single Family,6207 Union St,Peoria,AZ,18407,Maricopa,4,2.0,2717,1982,Medium Rehab,Tenant-Occupied,566066.0,898059.0,180550.0,18925.0,5.48,180,5446.86,448091.0,11,25.93909,-77.339032,synthetic
3735,Wrap,MTR,Land,5753 Union Cir,Charleston,SC,33256,Charleston,2,1.0,2357,2025,Medium Rehab,Vacant,336024.0,540540.0,67165.0,13328.0,5.01,300,2271.67,311213.0,0,35.875705,-104.925713,synthetic
3736,Cash,Wholesale,Multi-Family,2834 Garden St,Springfield,OK,54319,County,3,3.5,2456,1962,Medium Rehab,Owner-Occupied,377608.0,598004.0,1322.0,377608.0,0.0,0,0.0,417280.0,5,37.920375,-100.901757,synthetic
3737,Cash,Wholesale,Single Family,8647 Union Dr,Madison,CO,53500,County,6,2.0,2454,1989,Heavy Rehab,Owner-Occupied,741312.0,989230.0,145258.0,741312.0,0.0,0,0.0,547204.0,26,27.151038,-103.299297,synthetic
3738,Seller Finance,LTR,Single Family,7364 Park Ave,San Diego,CA,49352,San Diego,4,2.0,2489,1969,Turnkey,Vacant,339794.0,521390.0,45752.0,15579.0,5.1,300,2447.02,319221.0,71,29.300371,-112.700344,synthetic
3739,Hybrid,Fix & Flip,Single Family,4264 Oak Blvd,Riverton,MI,91058,County,3,2.5,2213,1990,Turnkey,Vacant,374820.0,431349.0,79572.0,15227.0,6.67,240,3132.18,222372.0,9,29.422614,-84.646643,synthetic
3740,Seller Finance,Co-Living,Multi-Family,2628 Lake Way,Franklin,IL,74852,County,4,2.5,2342,1958,Light Rehab,Owner-Occupied,239055.0,287415.0,57514.0,5348.0,6.7,180,2342.66,143677.0,1,39.30405,-86.361363,synthetic
3741,Land Deal,Wholesale,Single Family,5281 Garden Way,Springfield,MD,31692,County,4,3.0,2269,1986,Turnkey,Vacant,459895.0,599049.0,105678.0,10297.0,6.16,360,3149.56,313657.0,35,27.371616,-79.947721,synthetic
3742,Seller Finance,Wholesale,Manufactured,3845 Garden Rd,Durham,NC,77982,Durham,3,3.0,2426,1977,Medium Rehab,Vacant,568580.0,647902.0,60777.0,10156.0,6.45,180,5806.0,392755.0,60,42.574718,-70.981707,synthetic
3743,Cash,Fix & Flip,Single Family,2837 Mason St,Madison,OR,25363,County,4,2.0,2704,1977,Light Rehab,Vacant,327524.0,468483.0,59253.0,327524.0,0.0,0,0.0,268685.0,22,28.746466,-85.118163,synthetic
3744,Subto,LTR,Townhouse,4310 Oak St,Greenville,CO,23054,County,3,2.0,2579,1978,Medium Rehab,Tenant-Occupied,559424.0,992329.0,264946.0,19548.0,4.71,240,4089.23,429685.0,6,35.669275,-113.697368,synthetic
3745,DSCR Carryback,Fix & Flip,Condo,9354 Garden Ct,Four Oaks,NC,88547,Johnston,3,2.5,1878,2022,Heavy Rehab,Owner-Occupied,257365.0,343474.0,58994.0,17733.0,6.37,240,2167.01,181438.0,32,28.43227,-74.993985,synthetic
3746,Land Deal,STR,Manufactured,1562 Sikes Blvd,Jonesboro,GA,79699,Clayton,5,1.5,2972,1986,Medium Rehab,Tenant-Occupied,420408.0,519347.0,84521.0,23239.0,6.29,240,3545.79,279022.0,0,28.838167,-86.262915,synthetic
3747,Seller Finance,LTR,Single Family,3789 Maple Cir,Franklin,WA,75269,County,3,2.0,1960,1960,Turnkey,Vacant,498871.0,775005.0,61153.0,15107.0,4.66,180,4480.47,481351.0,6,42.750067,-92.666211,synthetic
3748,Hybrid,STR,Single Family,8210 Hill Cir,Greenville,SC,81055,Greenville,6,1.0,3025,1963,Light Rehab,Tenant-Occupied,786320.0,913540.0,257620.0,15604.0,4.91,300,5620.67,381858.0,8,27.896064,-77.231579,synthetic
3749,Hybrid,Fix & Flip,Single Family,7158 Garden Ct,San Antonio,TX,30687,Bexar,4,2.0,2002,1954,Heavy Rehab,Vacant,409942.0,571876.0,111800.0,22488.0,6.37,180,3915.34,288513.0,21,44.046859,-78.763796,synthetic
3750,Subto,MTR,Single Family,1208 Atlanta Dr,Miami,FL,31595,Miami-Dade,4,2.0,1335,1969,Medium Rehab,Vacant,216059.0,293689.0,46052.0,12357.0,7.34,300,1740.0,159530.0,26,48.39799,-73.297192,synthetic
3751,Subto,Fix & Flip,Single Family,1446 Union Dr,Riverton,AL,15286,County,3,2.0,1991,1965,Medium Rehab,Vacant,157257.0,231801.0,19226.0,26945.0,5.66,300,1049.0,143035.0,3,45.978263,-109.619269,synthetic
3752,Cash,Fix & Flip,Single Family,712 Mason Ave,Riverton,LA,71894,County,5,2.0,2703,1978,Medium Rehab,Tenant-Occupied,372096.0,671980.0,111464.0,372096.0,0.0,0,0.0,358922.0,22,48.472293,-88.504901,synthetic
3753,Subto,Wholesale,Single Family,5720 Park Blvd,Riverton,MO,97505,County,4,3.5,2208,1956,Turnkey,Tenant-Occupied,381700.0,430353.0,88100.0,14365.0,5.29,240,2827.31,213147.0,5,26.47398,-90.968434,synthetic
3754,Subto,Wholesale,Single Family,4790 Mason Way,Madison,CO,53589,County,5,2.5,2912,1997,Heavy Rehab,Tenant-Occupied,788481.0,1075440.0,145634.0,6704.0,5.48,300,5501.35,607175.0,34,37.880735,-67.804601,synthetic
3755,Lease Purchase,Wholesale,Single Family,8739 Park St,Madison,PA,98417,County,4,2.5,2082,2025,Heavy Rehab,Vacant,258419.0,294620.0,69108.0,10973.0,8.3,360,2212.24,137126.0,16,41.55482,-77.309472,synthetic
3756,Seller Finance,LTR,Manufactured,8880 Pine Rd,Memphis,TN,10497,Shelby,2,2.0,1970,1990,Medium Rehab,Tenant-Occupied,214070.0,252673.0,23380.0,7195.0,6.79,360,1523.14,153491.0,11,26.504421,-98.671072,synthetic
3757,DSCR Carryback,N/A,Single Family,4468 Maple St,Madison,OR,54704,County,3,3.0,2234,1970,Light Rehab,Vacant,508464.0,676747.0,110629.0,20380.0,7.85,300,4253.68,363094.0,3,37.842985,-84.665491,synthetic
3758,Lease Purchase,Co-Living,Single Family,1684 Maple Ct,Memphis,TN,41673,Shelby,5,3.0,2361,1982,Medium Rehab,Tenant-Occupied,386655.0,686497.0,73904.0,8106.0,3.21,240,2656.84,406643.0,10,31.452348,-104.73771,synthetic
3759,Seller Finance,STR,Single Family,7364 River Ave,Orlando,FL,89650,Orange,3,2.0,2039,1993,Heavy Rehab,Vacant,295939.0,339110.0,43900.0,8042.0,6.02,300,2107.42,193477.0,17,29.354265,-93.002678,synthetic
3760,Subto,MTR,Single Family,4104 Sunset Ct,Miami,FL,27536,Miami-Dade,5,4.0,2714,2007,Heavy Rehab,Vacant,244043.0,370003.0,104546.0,11057.0,3.88,240,1789.07,154456.0,17,31.04004,-88.329716,synthetic
3761,Rent To Own,Wholesale,Single Family,3870 Lake Ct,Franklin,MO,41726,County,3,2.0,2939,1973,Turnkey,Vacant,671811.0,757745.0,33236.0,16447.0,4.13,240,4859.43,497186.0,18,25.238783,-119.301703,synthetic
3762,Hybrid,Co-Living,Condo,4089 Hill Ct,Chandler,AZ,44938,Maricopa,3,3.0,1594,1976,Medium Rehab,Tenant-Occupied,201034.0,330751.0,38778.0,9989.0,5.64,360,1323.65,192748.0,37,40.262307,-80.943896,synthetic
3763,Cash,LTR,Single Family,6388 Park Dr,Dallas,TX,80433,Dallas,2,2.0,2229,1983,Medium Rehab,Vacant,177051.0,259344.0,15679.0,177051.0,0.0,0,0.0,165862.0,1,27.580551,-109.295917,synthetic
3764,Hybrid,Wholesale,Single Family,962 River Dr,Tempe,AZ,36826,Maricopa,5,2.0,2803,1987,Light Rehab,Vacant,262654.0,363427.0,66507.0,9075.0,7.13,360,2020.33,187892.0,7,26.164081,-121.817761,synthetic
3765,Seller Finance,Fix & Flip,Single Family,8632 Mason Cir,Four Oaks,NC,55376,Johnston,3,2.5,3472,1983,Light Rehab,Vacant,630018.0,1075763.0,155960.0,12395.0,5.32,180,5644.89,597075.0,20,45.413018,-98.15898,synthetic
3766,Cash,LTR,Single Family,9921 Garden Rd,Jonesboro,GA,18990,Clayton,5,2.0,2710,1959,Medium Rehab,Owner-Occupied,475322.0,715750.0,108719.0,475322.0,0.0,0,0.0,392306.0,8,37.508614,-72.670245,synthetic
3767,Cash,STR,Townhouse,2590 Cedar Ave,Springfield,MO,84525,County,3,3.5,2328,2025,Light Rehab,Tenant-Occupied,392091.0,694486.0,121962.0,392091.0,0.0,0,0.0,364178.0,13,45.445487,-83.140335,synthetic
3768,Wrap,N/A,Single Family,2498 Carr Cir,Fairview,MO,22726,County,3,2.5,1608,1985,Light Rehab,Owner-Occupied,229269.0,314812.0,71275.0,26955.0,6.06,180,1927.2,149094.0,22,27.091111,-115.490673,synthetic
3769,Wrap,Wholesale,Single Family,7679 Cedar St,Fairview,MD,15513,County,3,3.0,2182,1975,Light Rehab,Tenant-Occupied,247259.0,338901.0,0.0,15923.0,7.16,360,1838.78,237230.0,5,30.42391,-79.305701,synthetic
3770,Wrap,Wholesale,Single Family,1415 Atlanta Ct,Los Angeles,CA,72772,Los Angeles,3,3.5,2506,1969,Light Rehab,Owner-Occupied,308967.0,494308.0,48461.0,20643.0,6.07,300,2119.41,297554.0,2,39.078821,-82.418619,synthetic
3771,DSCR Carryback,LTR,Single Family,7693 Mason Ct,Charlotte,NC,72555,Mecklenburg,5,1.0,2625,1923,Medium Rehab,Tenant-Occupied,507073.0,684582.0,140263.0,12880.0,5.7,300,3502.35,338944.0,20,47.693023,-104.189527,synthetic
3772,Lease Purchase,LTR,Manufactured,7722 Cedar Way,Madison,CO,83655,County,5,2.0,2356,1983,Heavy Rehab,Vacant,731730.0,817390.0,111803.0,13849.0,5.04,240,5709.79,460370.0,3,40.486601,-103.406707,synthetic
3773,Subto,Co-Living,Single Family,5587 Mason Ave,Tucson,AZ,50481,Pima,3,2.0,2346,1973,Medium Rehab,Vacant,680520.0,781900.0,165529.0,18712.0,5.69,240,5724.26,381801.0,29,39.918812,-121.061945,synthetic
3774,Seller Finance,LTR,Single Family,5677 Lake Way,Nashville,TN,23877,Davidson,6,3.5,2794,1953,Heavy Rehab,Tenant-Occupied,529337.0,918458.0,171704.0,18284.0,7.86,180,5787.62,471217.0,7,34.814658,-91.823828,synthetic
3775,Rent To Own,LTR,Single Family,406 Carr Ave,Franklin,VA,80961,County,3,2.5,3044,1964,Heavy Rehab,Tenant-Occupied,288319.0,342467.0,46753.0,19588.0,6.78,300,2314.27,192974.0,5,48.486984,-116.596676,synthetic
3776,Cash,Fix & Flip,Single Family,4223 Sunset Dr,Nashville,TN,50814,Davidson,3,2.0,2395,1999,Light Rehab,Tenant-Occupied,533227.0,629681.0,37341.0,533227.0,0.0,0,0.0,403436.0,24,37.577203,-113.415874,synthetic
3777,Subto,Wholesale,Multi-Family,1066 Park St,Raleigh,NC,92747,Wake,4,2.0,2828,2025,Heavy Rehab,Tenant-Occupied,392793.0,565851.0,109165.0,14219.0,9.28,240,4017.99,286931.0,10,40.494512,-84.297436,synthetic
3778,DSCR Carryback,LTR,Single Family,915 Sikes Ave,Fairview,IN,21348,County,5,4.0,2518,1998,Medium Rehab,Tenant-Occupied,543494.0,835815.0,150981.0,10041.0,6.41,180,5137.66,434090.0,12,28.956474,-82.158575,synthetic
3779,DSCR Carryback,Fix & Flip,Single Family,276 Sikes St,El Paso,TX,56166,El Paso,2,1.5,2342,1995,Medium Rehab,Vacant,229238.0,323367.0,73077.0,12166.0,7.17,240,2048.92,153279.0,4,43.293071,-110.156623,synthetic
3780,DSCR Carryback,Fix & Flip,Townhouse,4796 Magnum Cir,Springfield,NV,74071,County,2,1.0,2232,1992,Light Rehab,Vacant,579321.0,673223.0,134760.0,18789.0,3.49,360,3477.14,336496.0,3,29.104373,-97.064049,synthetic
3781,Cash,LTR,Single Family,8168 River Ln,Savannah,GA,10937,Chatham,3,3.0,2321,2000,Heavy Rehab,Owner-Occupied,217726.0,329385.0,55601.0,217726.0,0.0,0,0.0,174969.0,23,29.544533,-93.566403,synthetic
3782,Seller Finance,Fix & Flip,Manufactured,1647 Garden Rd,Springfield,NV,63229,County,5,2.5,2801,2014,Heavy Rehab,Tenant-Occupied,360341.0,537688.0,72534.0,19496.0,6.93,300,3033.53,303848.0,51,28.751409,-69.462509,synthetic
3783,DSCR Carryback,Fix & Flip,Land,6550 Carr Rd,Riverton,WA,95992,County,4,2.0,3148,1970,Light Rehab,Vacant,324599.0,573891.0,27366.0,15488.0,5.83,360,2188.03,374358.0,7,30.374401,-121.667079,synthetic
3784,Cash,Wholesale,Single Family,5254 Magnolia Rd,Knoxville,TN,11881,Knox,3,1.0,1833,2013,Medium Rehab,Vacant,272762.0,441492.0,44531.0,272762.0,0.0,0,0.0,264513.0,0,29.642529,-77.971921,synthetic
